Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,Weekend,VisitorType_New_Visitor,VisitorType_Returning_Visitor
0.0,0.0,0.0,0.0,21.0,1003.0,0.0,0.008333333,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,12.0,304.75,0.0,0.025,0.0,0.8,5.0,1.0,2.0,3.0,4.0,0.0,0.0,1.0
4.0,82.66666667,0.0,0.0,8.0,142.0,0.0,0.002857143,0.0,0.0,5.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0
4.0,120.5,0.0,0.0,66.0,3960.646154,0.002941176,0.013663064,0.0,0.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0
8.0,166.2,5.0,371.0,23.0,626.2213675,0.004444444,0.008888889,0.0,0.0,3.0,1.0,1.0,8.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,212.8,0.019047619,0.042857143,0.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0
15.0,584.2,0.0,0.0,73.0,2693.963452,0.0,0.001298701,0.0,0.0,11.0,3.0,2.0,4.0,13.0,0.0,0.0,1.0
3.0,279.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,3.0,3.0,2.0,1.0,10.0,1.0,0.0,1.0
1.0,19.0,0.0,0.0,40.0,1361.166667,0.005,0.0225,0.0,0.0,3.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,447.047619,0.01,0.028888889,0.0,0.0,12.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,118.0,3211.344872,0.006779661,0.016468927,3.05990612,0.0,11.0,2.0,2.0,9.0,2.0,1.0,0.0,1.0
6.0,110.5,1.0,20.0,137.0,5380.686996,0.005517241,0.021311846,1.963592426,0.0,11.0,2.0,4.0,3.0,10.0,0.0,0.0,1.0
2.0,112.25,0.0,0.0,9.0,97.41666667,0.018181818,0.036363636,0.0,0.0,12.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0,20.0,581.5,0.015,0.051666667,0.0,0.0,9.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
6.0,1489.041667,0.0,0.0,12.0,879.8,0.0,0.005555556,0.0,0.0,11.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0
3.0,22.2,0.0,0.0,2.0,836.2,0.0,0.04,0.0,0.0,9.0,2.0,2.0,8.0,2.0,1.0,1.0,0.0
11.0,238.775641,1.0,9.0,200.0,7972.322431,0.002619048,0.014230973,21.83420125,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,50.0,1369.75,0.020408163,0.043307169,3.241653061,0.6,5.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,287.75,0.073529412,0.121568627,0.0,0.6,5.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0
1.0,135.5,0.0,0.0,50.0,824.6666667,0.0,0.003921569,0.0,0.0,5.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0
2.0,33.2,0.0,0.0,9.0,162.2333333,0.0,0.018181818,0.0,0.0,9.0,2.0,2.0,1.0,5.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.8,5.0,2.0,2.0,1.0,11.0,0.0,0.0,1.0
7.0,99.8,5.0,466.4,28.0,839.7333333,0.001754386,0.009231412,0.0,0.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,526.8,0.0,0.010526316,104.2012273,0.0,9.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
4.0,144.5,2.0,52.5,39.0,1299.5,0.004878049,0.021138211,0.0,0.0,11.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,31.0,688.1666667,0.0,0.019354839,0.0,0.0,3.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0
4.0,101.3333333,7.0,693.5,171.0,9119.885413,0.00441989,0.021627971,0.686565227,0.0,12.0,2.0,2.0,3.0,10.0,0.0,0.0,1.0
0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.1,0.0,0.0,12.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
2.0,26.0,0.0,0.0,19.0,3277.0,0.015789474,0.037894737,0.0,0.0,3.0,2.0,2.0,4.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.1,0.0,0.0,12.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,59.0,2516.833333,0.025423729,0.047740113,7.726779661,0.4,5.0,2.0,2.0,3.0,13.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,18.0,491.75,0.0,0.027777778,0.0,0.0,12.0,2.0,2.0,6.0,11.0,0.0,1.0,0.0
4.0,724.0,0.0,0.0,2.0,159.0,0.0,0.008,0.0,0.0,3.0,4.0,2.0,1.0,7.0,0.0,1.0,0.0
3.0,82.6,0.0,0.0,33.0,598.7611111,0.0,0.007843137,0.0,0.0,9.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
1.0,28.0,0.0,0.0,8.0,290.0,0.0,0.01,0.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
5.0,115.8,0.0,0.0,60.0,1516.73,0.007936508,0.01982092,0.0,0.0,8.0,2.0,2.0,4.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,143.0,0.0,0.0125,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
3.0,62.0,0.0,0.0,13.0,392.9285714,0.0125,0.025,0.0,0.0,5.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,17.0,840.2333333,0.0,0.001666667,109.176,0.0,3.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0
4.0,70.4,1.0,645.5,82.0,11257.1083,0.005574913,0.019401736,0.0,0.0,11.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,29.0,830.9333333,0.035555556,0.088333333,0.0,0.6,5.0,3.0,2.0,6.0,13.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,2.0,52.0,0.0,0.1,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
1.0,30.25,0.0,0.0,13.0,392.1875,0.0,0.005128205,60.26309658,0.0,12.0,1.0,8.0,1.0,20.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,9.0,281.5,0.0,0.008333333,0.0,0.0,10.0,4.0,2.0,9.0,7.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,1591.0,0.066666667,0.133333333,0.0,0.0,12.0,2.0,2.0,3.0,13.0,0.0,0.0,1.0
1.0,4.0,0.0,0.0,73.0,2000.618333,0.0,0.003703704,0.0,0.0,9.0,2.0,10.0,7.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,24.0,727.5,0.0,0.016666667,0.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
6.0,52.7,0.0,0.0,88.0,1568.533333,0.0,0.005128205,0.0,0.0,6.0,2.0,5.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,51.0,6505.333333,0.036,0.050333333,0.0,0.0,12.0,2.0,2.0,6.0,1.0,1.0,0.0,1.0
1.0,10.0,3.0,47.66666667,34.0,944.297619,0.0,0.0125,0.0,0.0,5.0,2.0,2.0,3.0,6.0,0.0,0.0,1.0
15.0,161.764411,7.0,227.25,104.0,6254.420122,0.028065242,0.036927442,3.431210317,0.0,5.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0
4.0,72.5,0.0,0.0,28.0,1248.058333,0.0140625,0.024479167,0.0,0.0,11.0,2.0,6.0,4.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,16.0,645.2,0.0125,0.05,0.0,0.0,7.0,4.0,1.0,3.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,22.0,598.25,0.0,0.05,0.0,0.4,5.0,2.0,5.0,9.0,6.0,0.0,0.0,1.0
9.0,135.1,0.0,0.0,23.0,620.0333333,0.022222222,0.030246914,0.0,0.0,8.0,2.0,5.0,5.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,6.0,504.5,0.0,0.057142857,0.0,0.0,11.0,2.0,2.0,3.0,8.0,1.0,0.0,1.0
3.0,119.0,0.0,0.0,41.0,1282.5,0.0,0.007142857,0.0,0.0,3.0,2.0,6.0,2.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,5.0,57.0,0.0,0.04,0.0,0.6,5.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0
1.0,47.16666667,1.0,3.0,42.0,1462.659125,0.004651163,0.019047619,7.734903101,0.0,5.0,2.0,2.0,6.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,13.0,734.0,0.0,0.0375,0.0,0.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
4.0,94.23333333,2.0,72.0,145.0,2935.255477,0.001360544,0.005708347,0.26809298,0.0,8.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
4.0,65.4,0.0,0.0,23.0,1954.4,0.0,0.006666667,15.13596148,0.0,8.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
10.0,790.9,0.0,0.0,54.0,2702.390385,0.003076923,0.018518854,0.0,0.0,11.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.1,0.0,0.0,12.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0
6.0,107.3666667,0.0,0.0,11.0,151.3,0.005555556,0.04,0.0,0.0,11.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
6.0,228.0,5.0,89.33333333,18.0,513.4666667,0.0,0.003461538,0.0,0.0,3.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0
5.0,66.6,0.0,0.0,13.0,523.6,0.0,0.013333333,0.0,0.0,10.0,2.0,2.0,6.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,38.75,0.12,0.120833333,0.0,0.0,11.0,3.0,2.0,1.0,13.0,0.0,0.0,1.0
7.0,123.4333333,0.0,0.0,7.0,132.8833333,0.0,0.006060606,0.0,0.0,10.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0
3.0,107.4285714,0.0,0.0,59.0,1843.187696,0.014385965,0.041993382,5.71562257,0.0,12.0,2.0,2.0,7.0,7.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,56.5,0.066666667,0.116666667,0.0,0.0,5.0,2.0,6.0,1.0,3.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,483.5833333,0.021052632,0.025789474,0.0,0.2,5.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,5.0,2.0,2.0,1.0,13.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,738.0,0.0,0.022222222,0.0,0.4,2.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0
8.0,168.1666667,0.0,0.0,70.0,2146.757984,0.0,0.009316323,67.30929078,0.0,11.0,2.0,4.0,5.0,2.0,0.0,0.0,1.0
1.0,128.0,2.0,136.1714286,13.0,847.6142857,0.013333333,0.021666667,0.0,0.0,10.0,3.0,2.0,8.0,4.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,77.0,0.0,0.0,22.0,710.6666667,0.0,0.002173913,0.0,0.0,5.0,2.0,4.0,3.0,4.0,0.0,0.0,1.0
4.0,104.2,0.0,0.0,19.0,456.9,0.0,0.0125,0.0,0.0,8.0,2.0,2.0,8.0,6.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,7.0,1.0,1.0,4.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,116.6666667,0.04,0.05,0.0,0.0,10.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0
3.0,91.0,2.0,338.0,11.0,451.0,0.0,0.006666667,45.7504,0.0,3.0,2.0,2.0,1.0,10.0,0.0,1.0,0.0
3.0,37.0,0.0,0.0,21.0,1231.5,0.0,0.016,0.0,0.0,11.0,2.0,4.0,9.0,8.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,17.0,356.0833333,0.0,0.013333333,151.5650523,0.0,11.0,2.0,5.0,5.0,8.0,0.0,1.0,0.0
13.0,1249.809524,4.0,205.0,36.0,1626.625433,0.010638298,0.026186255,6.831792392,0.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0
1.0,10.0,0.0,0.0,27.0,548.2833333,0.003703704,0.025308642,0.0,0.0,12.0,2.0,4.0,9.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,437.8333333,0.0,0.024242424,0.0,0.0,11.0,3.0,3.0,3.0,11.0,0.0,1.0,0.0
1.0,51.4,0.0,0.0,25.0,1417.022222,0.022666667,0.055466667,0.0,0.0,7.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0
3.0,49.5,0.0,0.0,68.0,2853.020833,0.008823529,0.012826797,0.0,0.0,11.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,1.0,5.0,89.0,2744.541071,0.003370787,0.015636704,0.0,0.0,11.0,3.0,2.0,6.0,10.0,1.0,0.0,1.0
4.0,12.0,0.0,0.0,28.0,580.65,0.0,0.016666667,0.0,0.0,7.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.1,0.0,0.0,12.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.1,0.0,0.0,11.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0
10.0,337.9,1.0,6.0,123.0,2396.272456,0.000902151,0.008565782,1.952553388,0.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
7.0,68.4,0.0,0.0,145.0,5175.377371,0.002666667,0.008978355,2.042762326,0.0,8.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
2.0,48.66666667,4.0,155.3333333,20.0,540.75,0.0,0.004166667,38.88816225,0.0,11.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
6.0,128.5,0.0,0.0,68.0,1080.15,0.0,0.001715686,0.0,0.8,5.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0
1.0,4.0,0.0,0.0,49.0,4651.033333,0.02,0.05,0.0,0.8,5.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0
7.0,153.85,0.0,0.0,19.0,504.6,0.0,0.018518519,0.0,0.0,12.0,1.0,1.0,1.0,8.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,82.0,0.0,0.057142857,0.0,0.0,5.0,4.0,1.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,1.0,0.0,37.0,1358.75,0.001754386,0.03245614,0.0,0.0,3.0,2.0,5.0,3.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,176.5,0.04,0.12,0.0,0.0,7.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,22.0,0.0,0.1,0.0,0.0,3.0,1.0,2.0,9.0,2.0,0.0,0.0,1.0
3.0,18.75,0.0,0.0,7.0,68.75,0.0,0.025,0.0,0.0,3.0,2.0,2.0,5.0,2.0,0.0,1.0,0.0
7.0,230.1666667,3.0,222.0,140.0,8961.407671,0.00137931,0.012980564,0.0,0.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,18.0,0.0,0.066666667,0.0,0.2,5.0,2.0,2.0,2.0,5.0,0.0,0.0,1.0
1.0,67.5,0.0,0.0,28.0,873.64,0.0,0.006785714,0.0,0.0,9.0,3.0,2.0,1.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,8.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0
9.0,794.8833333,0.0,0.0,36.0,1697.55,0.0175,0.02575,24.61425,0.2,5.0,2.0,2.0,1.0,4.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,21.0,1045.0,0.0,0.031746032,0.0,0.0,5.0,2.0,6.0,2.0,13.0,0.0,0.0,1.0
4.0,822.7666667,0.0,0.0,17.0,1229.466667,0.0,0.041269841,0.0,0.0,6.0,2.0,2.0,1.0,16.0,0.0,0.0,1.0
8.0,57.0625,3.0,172.0,23.0,176.8193627,0.019444444,0.065189145,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,668.0,0.0,0.022222222,0.0,0.0,11.0,2.0,4.0,9.0,6.0,0.0,0.0,1.0
2.0,11.0,0.0,0.0,14.0,101.25,0.0,0.014285714,0.0,0.8,5.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
5.0,108.2,0.0,0.0,37.0,1288.533333,0.005263158,0.028070175,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,9.0,116.3333333,0.0,0.066666667,0.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,5.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0
1.0,85.0,4.0,208.5,12.0,413.8,0.0,0.003921569,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
13.0,245.4,0.0,0.0,61.0,3773.3,0.005714286,0.025021645,22.37276151,0.0,10.0,2.0,2.0,9.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,54.5,0.1,0.15,0.0,0.0,11.0,2.0,2.0,1.0,10.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,25.0,1344.291667,0.0,0.008695652,0.0,0.0,11.0,2.0,4.0,1.0,8.0,0.0,0.0,1.0
2.0,9.5,0.0,0.0,18.0,529.702381,0.0,0.005263158,0.0,0.0,3.0,2.0,2.0,4.0,2.0,1.0,0.0,1.0
15.0,176.489011,1.0,32.75,95.0,3879.83176,0.001960784,0.017745098,0.0,0.0,11.0,3.0,2.0,3.0,10.0,1.0,0.0,1.0
1.0,5.0,0.0,0.0,43.0,1990.125,0.001162791,0.024031008,6.889766003,0.0,12.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,416.5833333,0.0,0.036666667,0.0,0.0,12.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,19.0,539.15,0.010526316,0.003947368,0.0,0.0,11.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0
7.0,611.0333333,2.0,13.0,81.0,1719.375714,0.004494382,0.009737828,6.49444108,0.0,10.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0
5.0,85.16666667,1.0,8.0,95.0,3715.777564,0.01010101,0.011851852,0.0,0.0,7.0,2.0,4.0,4.0,1.0,0.0,0.0,1.0
9.0,188.5322344,3.0,197.4166667,76.0,1758.912393,0.004901961,0.016913178,22.86584543,0.0,12.0,3.0,2.0,2.0,6.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,11.0,8.0,6.0,1.0,6.0,0.0,0.0,1.0
2.0,46.5,0.0,0.0,90.0,1322.004437,0.0,0.00547491,16.87878625,0.0,12.0,2.0,2.0,7.0,10.0,0.0,0.0,1.0
4.0,159.0,0.0,0.0,16.0,307.6166667,0.0,0.010526316,0.0,0.0,10.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,10.0,640.875,0.0,0.011111111,18.85445822,0.0,11.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,1289.0,0.066666667,0.084,0.0,0.0,11.0,3.0,2.0,1.0,13.0,0.0,0.0,1.0
3.0,52.5,0.0,0.0,139.0,3674.737578,0.002142857,0.011897444,17.50624004,0.0,11.0,2.0,2.0,2.0,10.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,65.0,0.047058824,0.076470588,0.0,0.8,5.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,5.0,381.6666667,0.0,0.02,0.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0
3.0,1115.5,0.0,0.0,21.0,1469.666667,0.008695652,0.014492754,0.0,0.0,11.0,1.0,1.0,1.0,8.0,1.0,0.0,1.0
6.0,88.6,0.0,0.0,4.0,59.4,0.0,0.028571429,0.0,0.0,11.0,2.0,2.0,7.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,1.0,51.0,0.0,0.1,0.0,0.0,5.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0
1.0,27.33333333,0.0,0.0,3.0,20.0,0.028571429,0.085714286,0.0,0.0,11.0,1.0,1.0,4.0,8.0,0.0,0.0,1.0
0.0,0.0,1.0,44.0,41.0,1089.75,0.0,0.005853659,0.0,0.0,3.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,12.0,2.0,4.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,17.0,418.3333333,0.0,0.025,0.0,0.0,11.0,2.0,6.0,1.0,2.0,0.0,1.0,0.0
7.0,65.83333333,0.0,0.0,7.0,156.8333333,0.0,0.02,0.0,0.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,59.0,1560.601163,0.005172414,0.010673235,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,11.0,316.6666667,0.0,0.027272727,0.0,0.8,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0
0.0,0.0,1.0,125.0,12.0,332.0,0.0,0.023076923,0.0,0.0,5.0,2.0,2.0,4.0,4.0,0.0,0.0,1.0
4.0,179.6071429,2.0,5.5,34.0,1045.102381,0.0,0.007603276,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0
6.0,153.5,0.0,0.0,34.0,1048.492063,0.011578947,0.032225685,0.0,0.0,3.0,2.0,6.0,1.0,1.0,1.0,0.0,1.0
3.0,94.0,0.0,0.0,19.0,707.2666667,0.0,0.035714286,0.0,0.0,5.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,203.5,0.0,0.033333333,0.0,0.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,0.0
10.0,131.34,2.0,38.2,102.0,6684.520952,0.002181818,0.017363636,4.215363542,0.0,9.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,6.0,551.5,0.033333333,0.077777778,0.0,0.0,11.0,3.0,2.0,4.0,11.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,15.0,1251.316667,0.0,0.03452381,0.0,0.0,11.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0
0.0,0.0,3.0,62.75,24.0,680.2559524,0.015384615,0.038461538,72.06822266,0.0,11.0,1.0,1.0,8.0,10.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,8.0,710.0,0.0,0.025,45.4895,0.8,5.0,1.0,1.0,6.0,4.0,0.0,0.0,1.0
5.0,172.2,0.0,0.0,23.0,792.7222222,0.0,0.010714286,261.4912857,0.0,3.0,2.0,2.0,1.0,8.0,0.0,1.0,0.0
1.0,77.0,0.0,0.0,9.0,312.0,0.0,0.044444444,0.0,0.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0
1.0,18.0,2.0,13.0,20.0,1287.27381,0.015873016,0.038095238,0.0,0.0,11.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0
5.0,184.3333333,1.0,108.0,10.0,558.8,0.0,0.014285714,0.0,0.0,3.0,3.0,2.0,7.0,8.0,0.0,1.0,0.0
19.0,704.8699248,2.0,269.5,187.0,9487.639162,3.35e-05,0.014896228,2.873954681,0.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,27.0,1433.71256,0.021937322,0.062113617,0.0,0.0,11.0,2.0,4.0,3.0,2.0,0.0,0.0,1.0
3.0,92.3,3.0,68.2,4.0,81.7,0.0,0.03125,0.0,0.0,7.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0
7.0,129.6666667,3.0,42.0,25.0,443.25,0.006451613,0.023297491,6.402612903,0.0,5.0,2.0,2.0,4.0,4.0,1.0,0.0,1.0
3.0,73.6,0.0,0.0,10.0,104.95,0.0,0.001851852,0.0,0.0,10.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0
2.0,125.0,0.0,0.0,7.0,49.0,0.025,0.075,0.0,0.0,5.0,1.0,1.0,8.0,1.0,0.0,0.0,1.0
6.0,344.2,3.0,201.4,51.0,1693.633333,0.003703704,0.014814815,11.27445733,0.0,11.0,2.0,6.0,1.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,37.0,1369.775,0.0,0.014814815,0.0,0.0,12.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,4.0,214.0,0.0,0.05,0.0,0.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,20.0,1722.866667,0.01,0.075,0.0,0.2,5.0,2.0,2.0,6.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,7.0,152.75,0.014285714,0.047619048,0.0,0.0,12.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0
3.0,97.8,0.0,0.0,5.0,60.4,0.0,0.025,0.0,0.0,10.0,2.0,2.0,9.0,2.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,2.0,49.0,0.0,0.1,0.0,0.0,5.0,2.0,4.0,5.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.05,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,23.0,517.0357143,0.0,0.00952381,23.30000662,0.0,12.0,4.0,2.0,8.0,2.0,0.0,1.0,0.0
5.0,230.3333333,2.0,64.0,33.0,964.047619,0.0,0.022857143,0.0,0.0,5.0,3.0,2.0,7.0,6.0,0.0,0.0,1.0
2.0,83.0,2.0,40.0,241.0,5194.79857,0.003101093,0.014304381,0.468406088,0.0,12.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,3.0,17.0,0.0,0.066666667,0.0,0.0,5.0,2.0,2.0,9.0,3.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,40.0,974.0833333,0.006837607,0.028205128,0.0,0.0,11.0,2.0,2.0,1.0,3.0,0.0,0.0,1.0
